cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",3/16/2016,3/21/2016,"Quinnipiac University","A-",1451,"rv",.0000173,46,40,,,45.20045,41.91216,,,"","http://www.quinnipiac.edu/images/polling/us/us03232016_Umk53pw.pdf",36646,50494,4/6/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/17/2016,7/23/2016,"CVOTER International","C+",701,"lv",.0000171,44.1,48.9,,,43.23706,47.01118,,,"","https://www.scribd.com/document/319892772/UPI-CVoter-Presidential-Tracking-Poll-8-1-2016#from_embed",44731,68397,8/1/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",3/3/2016,3/6/2016,"ABC News/Washington Post","A+",864,"rv",.0000169,50,41,,,47.06793,42.54564,,,"","https://www.washingtonpost.com/politics/poll-clinton-leads-trump-aided-by-obama-coalition/2016/03/08/40dd6698-e575-11e5-b0fd-073d5930a7b7_story.html",36557,65482,5/5/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/27/2016,8/2/2016,"USC Dornsife/LA Times","",2186,"lv",.0000167,43.7,45.26,,,45.62133,44.18062,,,"","http://latimes.com/politics/",44755,68461,8/3/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",3/24/2016,3/26/2016,"Public Policy Polling","B+",1083,"v",.0000164,48,41,,,45.61851,42.3896,,,"","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_33116.pdf",36664,50415,3/31/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/15/2016,6/19/2016,"Ipsos","A-",1169,"lv",.0000163,44.3,33,5.9,,46.45657,36.72927,3.374596,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44389,67539,6/30/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/14/2016,6/18/2016,"Ipsos","A-",1206,"lv",.0000159,45.9,31.9,5,,48.03982,35.62727,2.479734,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44390,67540,6/30/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/26/2016,8/1/2016,"USC Dornsife/LA Times","",2171,"lv",.0000156,43.11,45.32,,,45.11163,44.214,,,"","http://latimes.com/politics/",44744,68421,8/2/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/6/2016,5/9/2016,"YouGov","B",1612,"rv",.0000154,42,40,,,42.39134,42.49297,,,"","https://today.yougov.com/news/2016/05/11/most-republicans-think-ryan-should-endorse-trump/",44049,65732,5/11/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",3/17/2016,3/20/2016,"CNN/Opinion Research Corp.","A-",925,"rv",.0000154,53,41,,,50.81251,41.58074,,,"","http://www.cnn.com/2016/03/21/politics/2016-election-poll-results-toplines/index.html",36639,50313,3/22/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/13/2016,6/17/2016,"Ipsos","A-",1228,"lv",.0000153,43.3,31.6,5.7,,45.4311,35.3182,3.173303,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44355,67541,6/30/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/25/2016,7/31/2016,"USC Dornsife/LA Times","",2211,"lv",.0000149,42.13,46.23,,,44.21717,45.0863,,,"","http://latimes.com/politics/",44718,68365,8/1/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",4/19/2016,4/20/2016,"Zogby Interactive/JZ Analytics","C-",834,"lv",.0000146,47,40,,,45.83772,43.62695,,,"","http://zogbyanalytics.com/news/742-zogby-analytics-news-wire-general-election-head-to-head-matchups",43996,65214,4/28/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"Florida",1/30/2016,2/6/2016,"Florida Southern College","",608,"rv",.0000145,45,38,,,45.13325,41.96979,,,"","http://big.assets.huffingtonpost.com/FSCFloridaPrimaryPreferencePoll02820162.pdf",36063,48972,2/9/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/12/2016,6/16/2016,"Ipsos","A-",1215,"lv",.0000143,44.6,29.6,6.3,,46.72284,33.30484,3.764572,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44356,67542,6/30/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/24/2016,7/30/2016,"USC Dornsife/LA Times","",2220,"lv",.0000141,41.91,46.14,,,44.08089,44.94839,,,"","http://latimes.com/politics/",44715,68359,7/31/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",8/3/2016,8/5/2016,"The Times-Picayune/Lucid","",1359,"lv",.000014,46,34,7,,48.00626,39.70518,2.761658,,"","https://luc.id/2016-presidential-tracker/",46178,72237,9/28/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"Pennsylvania",2/11/2016,2/16/2016,"Robert Morris University","",511,"a",.0000138,43.4,44.3,,,42.63217,46.44411,,,"","http://big.assets.huffingtonpost.com/RMU20154Report.pdf",36446,71655,9/19/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/23/2016,7/29/2016,"USC Dornsife/LA Times","",2286,"lv",.0000137,41.66,46.58,,,43.90995,45.36427,,,"","http://latimes.com/politics/",44708,68312,7/30/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/11/2016,6/15/2016,"Ipsos","A-",1216,"lv",.0000135,42.9,30,6.3,,45.01622,33.68915,3.756841,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44357,67543,6/30/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",3/20/2016,3/22/2016,"Fox News/Anderson Robbins Research/Shaw & Company Research","A",1016,"rv",.000013,49,38,,,48.81616,40.98248,,,"","http://www.foxnews.com/politics/interactive/2016/03/23/fox-news-poll-national-general-election-32316/",36650,50344,3/23/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/10/2016,6/14/2016,"Ipsos","A-",1231,"lv",.0000129,42.8,30.2,6,,44.90792,33.87942,3.44557,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44237,67544,6/30/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/14/2016,6/15/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",.0000129,44,39,,,44.81609,40.78102,,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch",44349,67002,6/16/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",8/2/2016,8/4/2016,"The Times-Picayune/Lucid","",1321,"lv",.0000128,46,34,6,,47.9993,39.66799,1.805688,,"","https://luc.id/2016-presidential-tracker/",46177,72236,9/28/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/9/2016,6/13/2016,"Ipsos","A-",1255,"lv",.0000124,42.4,28.9,7.4,,44.50222,32.57129,4.834549,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44238,67545,6/30/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",8/1/2016,8/3/2016,"The Times-Picayune/Lucid","",1363,"lv",.0000124,45,35,6,,47.01881,40.62172,1.842107,,"","https://luc.id/2016-presidential-tracker/",46176,72235,9/28/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",3/17/2016,3/20/2016,"CBS News/New York Times","A-",1058,"rv",.0000123,50,40,,,48.90909,42.60684,,,"","http://www.cbsnews.com/news/donald-trump-and-hillary-clinton-viewed-unfavorably-by-majority-cbsnyt-poll/",36638,50317,3/22/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/22/2016,7/28/2016,"USC Dornsife/LA Times","",2188,"lv",.0000123,40.56,46.69,,,42.87942,45.48157,,,"","http://latimes.com/politics/",44705,68304,7/29/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/8/2016,6/12/2016,"Ipsos","A-",1245,"lv",.0000117,43,28.8,7,,45.09558,32.4615,4.426437,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44239,67546,6/30/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",8/8/2016,8/14/2016,"SurveyMonkey","C-",15179,"rv",.0000115,43,37,11,,44.818,42.09487,4.212362,,"","https://www.scribd.com/document/321277283/NBC-News-SurveyMonkey-Toplines-and-Methodology-8-8-8-14?secret_password=kn8HkRF6D2HoWP7ICAXM",44859,68756,8/16/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/7/2016,6/11/2016,"Ipsos","A-",1293,"lv",.0000114,43,30.4,6.7,,45.0884,34.04152,4.118843,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44241,67547,6/30/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/21/2016,7/27/2016,"USC Dornsife/LA Times","",2150,"lv",.0000114,40.13,47.42,,,42.52436,46.20691,,,"","http://latimes.com/politics/",44699,68297,7/28/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/20/2016,7/26/2016,"USC Dornsife/LA Times","",2112,"lv",.0000106,40.41,46.98,,,42.86106,45.77653,,,"","http://latimes.com/politics/",44691,68288,7/27/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",3/3/2016,3/6/2016,"NBC News/Wall Street Journal","A-",1200,"rv",.0000102,51,38,,,49.34048,41.75554,,,"","http://www.nbcnews.com/meet-the-press/how-trump-rubio-cruz-would-fare-against-clinton-november-n534191",36562,65481,5/5/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/19/2016,7/25/2016,"USC Dornsife/LA Times","",2102,"lv",9.91e-06,41.1,46.32,,,43.60511,45.12107,,,"","http://latimes.com/politics/",44684,68237,7/26/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/1/2016,6/5/2016,"Ipsos","A-",1483,"lv",9.55e-06,47.5,33.7,,,47.35704,35.05382,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44199,66186,6/7/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/18/2016,7/24/2016,"USC Dornsife/LA Times","",2094,"lv",9.30e-06,41.32,45.44,,,43.91332,44.22325,,,"","http://latimes.com/politics/",44673,68220,7/25/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/1/2016,6/5/2016,"Morning Consult","",4002,"rv",9.23e-06,44,40,,,46.70081,45.00183,,,"","https://morningconsult.com/2016/06/07/poll-ryan-endorsement-doesnt-help-trump-independents/",44204,66275,6/7/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/2/2016,6/6/2016,"Ipsos","A-",1340,"lv",9.15e-06,46.1,34,,,45.97126,35.37893,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44198,66185,6/7/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/31/2016,6/4/2016,"Ipsos","A-",1502,"lv",9.13e-06,46.7,33.7,,,46.53772,35.03334,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44200,66187,6/7/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/6/2016,6/10/2016,"Ipsos","A-",1073,"lv",8.98e-06,44,29.9,6.8,,46.07956,33.52588,4.210253,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44210,67548,6/30/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/17/2016,7/23/2016,"USC Dornsife/LA Times","",2143,"lv",8.98e-06,41.68,45.12,,,44.3455,43.92389,,,"","http://latimes.com/politics/",44670,68216,7/24/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",3/13/2016,3/17/2016,"Saint Leo University","C+",880,"lv",8.79e-06,47.7,38.4,,,43.75518,42.03212,,,"","http://polls.saintleo.edu/wp-content/uploads/2016/03/Saint-Leo-Poll-Report-March-2016-Part-1.pdf",44920,68910,8/23/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"Michigan",2/22/2016,2/27/2016,"Marketing Resource Group (MRG)","C+",600,"lv",8.64e-06,44,39,,,43.23783,40.32591,,,"","http://www.realclearpolitics.com/docs/2016/MRG_MI_Poll_Spring_16_Pres_Prim-FINAL.pdf",36494,66127,6/2/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/6/2016,6/7/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",8.47e-06,38,37,8,,40.90752,40.82229,4.931019,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch",44208,66402,6/9/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/30/2016,6/3/2016,"Ipsos","A-",1471,"lv",8.43e-06,46.5,34.8,,,46.31686,36.11321,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44190,66161,6/4/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/16/2016,7/22/2016,"USC Dornsife/LA Times","",2010,"lv",7.94e-06,42.27,44.23,,,44.98767,43.0691,,,"","http://latimes.com/politics/",44667,68213,7/23/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/29/2016,6/2/2016,"Ipsos","A-",1457,"lv",7.88e-06,46.9,35.2,,,46.6984,36.49411,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44191,66162,6/4/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/15/2016,7/21/2016,"USC Dornsife/LA Times","",2083,"lv",7.76e-06,43.18,43.39,,,45.93972,42.2623,,,"","http://latimes.com/politics/",44662,68190,7/22/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"Ohio",2/11/2016,2/20/2016,"Baldwin Wallace University","",825,"lv",7.63e-06,37,39,,,36.34822,41.37413,,,"","http://www.bw.edu/Assets/stories/2016/ToplineReport_Ohio%20Election%20Poll_Feb24-FINALx.pdf",36430,65575,5/5/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/14/2016,7/20/2016,"USC Dornsife/LA Times","",2050,"lv",7.21e-06,43.38,42.79,,,46.1885,41.68668,,,"","http://latimes.com/politics/",44649,68150,7/21/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",4/22/2016,4/26/2016,"YouGov","B",1561,"rv",7.15e-06,43,40,,,42.64854,42.47569,,,"","https://today.yougov.com/news/2016/04/27/yougov-economist-poll-april-22-26-2016/",43806,65213,4/28/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/28/2016,6/1/2016,"Ipsos","A-",1389,"lv",7.09e-06,45.9,35.8,,,45.68325,37.0746,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44192,66163,6/4/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"North Carolina",2/15/2016,2/19/2016,"Elon University","B+",1530,"lv",6.94e-06,47,41,,,44.89337,42.34198,,,"","http://www.elon.edu/images/e-web/elonpoll/022216_ElonPoll_ExecSummary.pdf",36413,65590,5/5/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",8/18/2016,8/19/2016,"Google Consumer Surveys","B",900,"lv",6.91e-06,37.4,30.4,10.4,,44.45916,39.72308,6.272226,,"","https://s3.amazonaws.com/redoakstrategic-gcs/RedOakStrategic_NationalGCSSurvey_Aug232016.pdf",44916,68902,8/23/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"Minnesota",1/18/2016,1/20/2016,"Mason-Dixon Polling & Research, Inc.","B+",800,"rv",6.85e-06,43,38,,,40.68902,39.04602,,,"","http://m.startribune.com/how-the-poll-was-conducted/366321131/",35961,48756,1/25/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"New Hampshire",2/4/2016,2/6/2016,"University of Massachusetts Lowell","B",1413,"rv",6.67e-06,45,39,,,43.92862,40.75184,,,"","http://www.uml.edu/Research/public-opinion/polls/default.aspx",36047,65625,5/5/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"Illinois",1/9/2016,1/9/2016,"Ogden & Fry","",502,"lv",6.54e-06,36.5,27.5,,,38.40306,29.07437,,,"","http://www.illinoisobserver.net/2016/06/15/poll-trump-64-unfavorable-rating-helps-give-clinton-19-point-lead-illinois/",44361,67244,6/18/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/13/2016,7/19/2016,"USC Dornsife/LA Times","",1953,"lv",6.48e-06,42.6,42.8,,,45.43594,41.72078,,,"","http://www.latimes.com/politics/",44631,68086,7/20/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/5/2016,6/9/2016,"Ipsos","A-",812,"lv",6.44e-06,43.9,29,7.1,,45.96874,32.60567,4.501569,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44211,67549,6/30/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/10/2016,5/10/2016,"Gravis Marketing","B-",1574,"rv",6.18e-06,49.5,47.5,,,48.89512,48.0502,,,"*","http://www.oann.com/pollnational/",44052,65740,5/13/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/31/2016,6/1/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",6.08e-06,38,37,8,,40.84302,40.71721,4.887254,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/libertarians_johnson_makes_little_dent_in_clinton_trump_race",44184,66155,6/3/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/12/2016,7/18/2016,"USC Dornsife/LA Times","",1907,"lv",5.98e-06,42.2,43.3,,,45.02623,42.23977,,,"","http://www.latimes.com/politics/",44620,68032,7/19/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/24/2016,5/30/2016,"Morning Consult","",4002,"rv",5.91e-06,42,39,,,44.56191,43.87638,,,"","https://morningconsultintelligence.com/media/mc/160510_crosstabs_STACKED_TREND_v1_AP.pdf",44171,66103,6/1/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/27/2016,5/31/2016,"Ipsos","A-",1219,"lv",5.88e-06,46,34.8,,,45.76235,36.05721,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44168,66093,6/1/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",8/1/2016,8/7/2016,"SurveyMonkey","C-",11480,"rv",5.88e-06,44,38,10,,45.79562,43.01,3.47435,,"","http://www.nbcnews.com/politics/2016-election/poll-clinton-opens-double-digit-lead-over-trump-n625676",44799,68598,8/9/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"New Jersey",2/24/2016,2/28/2016,"Fairleigh Dickinson University (PublicMind)","A",694,"rv",5.74e-06,52,36,,,51.10822,39.27188,,,"","http://view2.fdu.edu/publicmind/2016/160307/",44183,66133,6/2/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/11/2016,7/17/2016,"USC Dornsife/LA Times","",1885,"lv",5.58e-06,42.2,42.9,,,45.01733,41.86016,,,"","http://www.latimes.com/politics/",44615,68024,7/18/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/26/2016,5/30/2016,"Ipsos","A-",1199,"lv",5.48e-06,46.1,35.4,,,45.84025,36.64277,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44169,66094,6/1/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/25/2016,5/29/2016,"Ipsos","A-",1205,"lv",5.21e-06,45.8,35.5,,,45.51814,36.72836,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44158,66095,6/1/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"New Hampshire",2/3/2016,2/5/2016,"University of Massachusetts Lowell","B",1417,"rv",5.12e-06,46,39,,,44.93565,40.72815,,,"","https://www.uml.edu/docs/2-6%20TOPLINE%20-%20UMassLowell-7NEWS%20NH%20PRIMARY_tcm18-230852.pdf",36044,66116,6/2/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/10/2016,7/16/2016,"USC Dornsife/LA Times","",1828,"lv",5.11e-06,41.7,42.8,,,44.51454,41.79711,,,"","http://www.latimes.com/politics/",44607,68006,7/17/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",2/24/2016,2/27/2016,"CNN/Opinion Research Corp.","A-",920,"rv",4.94e-06,52,44,,,49.91665,44.28341,,,"","http://i2.cdn.turner.com/cnn/2016/images/02/29/rel4b.-.2016.general.pdf",36490,50063,3/1/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"Florida",3/13/2016,3/17/2016,"Saint Leo University","C+",540,"lv",4.92e-06,51.7,34.2,,,48.43846,38.48344,,,"","http://polls.saintleo.edu/wp-content/uploads/2016/03/Saint-Leo-Poll-Report-March-2016-Part-1.pdf",44921,68912,8/23/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/24/2016,5/28/2016,"Ipsos","A-",1190,"lv",4.87e-06,44.4,35.9,,,44.09732,37.11106,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44159,66096,6/1/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/23/2016,5/27/2016,"Ipsos","A-",1239,"lv",4.79e-06,43.2,37.3,,,42.8731,38.49756,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44153,66066,5/28/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",3/21/2016,3/24/2016,"Zogby Interactive/JZ Analytics","C-",1335,"lv",4.71e-06,53,35,,,51.07253,38.42362,,,"","http://zogbyanalytics.com/news/734-zogby-analytics-news-bites-2016-general-election-head-to-head-matchups",44871,68796,8/16/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/9/2016,7/15/2016,"USC Dornsife/LA Times","",1755,"lv",4.64e-06,41.8,42.2,,,44.61683,41.23485,,,"","http://www.latimes.com/politics/la-na-pol-usc-lat-tracking-poll-20160705-snap-story.html",44604,68002,7/16/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",5/22/2016,5/26/2016,"Ipsos","A-",1236,"lv",4.52e-06,42.1,38.5,,,41.74417,39.69333,,,"","http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1",44154,66067,5/28/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",6/8/2016,6/9/2016,"Morning Consult","",1362,"rv",4.50e-06,39,33,10,,43.93217,40.28954,4.744376,,"","https://morningconsult.com/wp-content/uploads/2016/06/160605_topline_Topicals_v3_TS.pdf",44213,66414,6/13/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"Virginia",2/18/2016,2/22/2016,"Hampton University","B",500,"lv",4.50e-06,48,39,,,46.68185,40.00663,,,"","http://www.hamptonu.edu/cpp/polls/201602_presidential_poll/exec_summ.cfm",44178,66120,6/2/16,"15:03:47  1 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",7/25/2016,7/31/2016,"SurveyMonkey","C-",12742,"rv",4.45e-06,43,38,9,,45.15576,42.6959,2.633948,,"","http://www.nbcnews.com/politics/2016-election/poll-clinton-support-spikes-following-democratic-convention-n621071",44745,68423,8/2/16,"15:03:47  1 Nov 2016"
